Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Crédit normalisé,Temps,Score,Véhicules,Machines
"Renforcer pylônes, antennes et liaisons extérieures contre vent, gel et projections","Vérifier que les antennes, mâts, fixations et câbles extérieurs peuvent résister à des vents plus forts, au gel et aux tempêtes. Après un événement important, prévoir une inspection rapide des éléments les plus exposés afin de détecter les dommages avant qu’ils ne provoquent une interruption du réseau.",Tempêtes/ Vague de gel/ Modif T° air,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Oui,Oui
Adapter fondations et fourreaux fibre aux mouvements des sols argileux,"Dans les zones où les sols argileux gonflent et se rétractent avec la sécheresse, surveiller les mouvements du sol autour des data centers et des câbles enterrés. Prévoir des installations capables d’absorber de petits mouvements afin d’éviter qu’une fibre soit arrachée ou qu’un bâtiment technique se déforme.",RGA/ Stress Hydrique/ Fortes pluies,Technique,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,0,Non,Oui
Installer des noues végétalisées le long des quais de livraison des data centers,"Aménager un fossé végétalisé peu profond le long des quais de livraison pour récupérer une partie de l’eau lors des pluies intenses. Le trop-plein est dirigé loin des locaux électriques, des entrées de câbles et des portes techniques, afin de réduire le risque d’inondation du data center.",Fortes pluies/ Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > court terme,50 000 €,3,2,Court terme,6,Non,Non
Créer des jardins de pluie aux points bas des parkings visiteurs et salariés,"Dans les points bas des parkings, créer de petits espaces plantés capables de recevoir temporairement l’eau de pluie et de la laisser s’infiltrer progressivement. Ils sont placés loin des transformateurs et groupes électrogènes afin de gérer l’eau sans créer un nouveau risque pour les équipements.",Fortes pluies/ Inondation pluie/ Vague de chaleur/ Chaleur extrême,Solutions fondées sur la nature,CAPEX majoritaire > court terme,50 000 €,3,2,Court terme,8,Non,Non
Désimperméabiliser les places de stationnement non techniques,"Remplacer une partie de l’asphalte des parkings salariés ou visiteurs par un revêtement qui laisse l’eau s’infiltrer dans le sol. Les voies utilisées par les véhicules lourds ou le matériel de secours restent adaptées à leur usage, tandis que les zones perméables réduisent le ruissellement vers le data center.",Fortes pluies/ Inondation pluie/ Vague de chaleur/ Chaleur extrême,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,5,2,Court terme,6,Non,Non
Planter des arbres d’ombrage sur les cheminements vers les sites techniques,"Planter des arbres pour créer de l’ombre entre les transports en commun, les parkings et les bâtiments de bureaux. Choisir des espèces adaptées aux fortes chaleurs et à la sécheresse, tout en les maintenant suffisamment éloignées des prises d’air, câbles et zones techniques sensibles.",Vague de chaleur/ Chaleur extrême/ Stress Hydrique,Solutions fondées sur la nature,CAPEX majoritaire > court terme,50 000 €,3,2,Court terme,8,Non,Non
Créer un bassin végétalisé de rétention en aval du site,Créer sur le site une zone végétalisée légèrement en contrebas capable de stocker temporairement une grande quantité d’eau pendant un épisode de pluie intense. Elle ralentit l’arrivée de l’eau vers les accès et bâtiments critiques puis la restitue progressivement une fois l’orage passé.,Fortes pluies/ Inondation pluie/ Inondation fluviale,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Moyen terme,6,Non,Non
Végétaliser les toitures des bâtiments support du data center,"Installer des toitures végétalisées sur les bureaux ou bâtiments annexes lorsque leur structure le permet. Elles retiennent une partie de l’eau de pluie et limitent l’échauffement des bâtiments, tout en laissant les équipements techniques et les zones de maintenance facilement accessibles.",Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Moyen terme,6,Non,Non
Renaturer les surfaces minérales inutilisées autour des data centers,Transformer les anciennes zones goudronnées ou plateformes qui ne sont plus utilisées en sols perméables et végétalisés. Cela réduit à la fois la quantité d’eau qui ruisselle vers les bâtiments techniques et la chaleur accumulée autour du data center.,Fortes pluies/ Inondation pluie/ Vague de chaleur/ Chaleur extrême/ Stress Hydrique,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,5,2,Moyen terme,6,Non,Non
Installer une bande végétalisée drainante autour des points de présence réseau,"Autour d’un petit bâtiment hébergeant des équipements fibre ou réseau, créer une bande végétalisée capable d’absorber une partie de l’eau de pluie avant qu’elle n’atteigne le local. Elle est placée à distance des câbles enterrés et des zones de maintenance pour rester compatible avec l’exploitation du réseau.",Fortes pluies/ Inondation pluie/ Vague de chaleur/ Chaleur extrême,Solutions fondées sur la nature,CAPEX majoritaire > court terme,50 000 €,3,2,Moyen terme,6,Non,Non
Restaurer une zone humide tampon sur un grand campus numérique exposé aux crues,"Sur un grand site exposé aux inondations, restaurer une prairie ou une zone humide en bordure de parcelle pour qu’elle puisse recevoir temporairement une partie de l’eau. Cette zone complète les protections techniques du data center mais ne les remplace pas : les équipements critiques restent protégés indépendamment.",Inondation fluviale/ Fortes pluies/ Inondation pluie/ Stress Hydrique,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,8,Non,Non
Restaurer les berges végétalisées à proximité des traversées fibre,"Lorsque des câbles fibre longent un fossé ou un cours d’eau, restaurer la végétation des berges pour limiter leur érosion lors des fortes pluies. Les plantations sont choisies et placées de façon à ne pas abîmer les câbles enterrés et à laisser les équipes accéder facilement aux ouvrages.",Fortes pluies/ Inondation fluviale/ Tempêtes,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,6,Oui,Non
Réutiliser l’eau de pluie pour les usages non critiques du campus data,"Récupérer l’eau de pluie des toitures dans une citerne pour des usages qui ne nécessitent pas d’eau potable, comme l’arrosage ou le nettoyage extérieur. Après vérification technique, cette eau peut éventuellement servir à certains besoins secondaires, mais elle ne doit pas être la seule ressource disponible pour refroidir le data center.",Stress Hydrique/ Fortes pluies/ Inondation pluie,Solutions fondées sur la nature,OPEX majoritaire > eau,80 000 €,5,2,Long terme,8,Non,Non
Concevoir une palette végétale tolérant à la fois sécheresse et pluies extrêmes,"Dans les espaces végétalisés du site, choisir plusieurs espèces locales capables de supporter à la fois les périodes sèches et de fortes pluies. Certaines zones peuvent accepter temporairement beaucoup d’eau tandis que d’autres restent très drainantes, ce qui limite les besoins d’arrosage et rend les aménagements plus robustes.",Stress Hydrique/ Fortes pluies/ Inondation pluie/ Vague de chaleur/ Chaleur extrême,Solutions fondées sur la nature,CAPEX majoritaire > long terme,80 000 €,5,2,Long terme,6,Non,Non
Cartographier la chaîne de service data de bout en bout sous l’angle climatique,"Dessiner toute la chaîne qui permet de fournir le service data : fabricants de composants, fournisseurs, entrepôts, transporteurs, data centers, réseaux Internet, sites clients et équipes d’intervention. Pour chaque étape, identifier ce qui pourrait être bloqué par la chaleur, une inondation, une tempête ou un manque d’eau ou d’électricité.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,2,1,Court terme,5,Non,Non
"Réviser chaque année les niveaux de redondance, de stock et de capacité de secours","Une fois par an, l’entreprise vérifie si ses stocks de pièces, ses liaisons internet de secours, ses capacités de refroidissement et ses sites de repli sont toujours suffisants. La vérification tient compte des nouveaux épisodes climatiques observés, des projections futures, des incidents rencontrés et de l’évolution de l’activité. Le plan d’investissement est ensuite mis à jour.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > court terme,80 000 €,5,2,Moyen terme,1,Oui,Oui
"Définir des runbooks météo pour data centers, réseaux et interventions client","Préparer une fiche simple pour chaque grand type d’événement climatique : canicule, inondation, pluie intense, tempête ou gel. La fiche précise à quel moment vérifier les stocks, renforcer les équipes, déplacer une partie des données vers un autre site, reporter une intervention ou prévenir les clients.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,"0,5",Court terme,0,Oui,Non
Classer les services clients par priorité de maintien et de rétablissement,"Décider à l’avance quels services clients doivent être rétablis en premier en cas de crise. Par exemple, la connexion d’un hôpital ou un service de paiement peut passer avant des traitements de données non urgents ; pour chaque niveau de priorité, préciser le délai maximal acceptable et la capacité minimale à maintenir.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,25 000 €,2,1,Court terme,4,Non,Non
Mettre en place un double sourcing géographique des composants critiques,"Pour les composants difficiles à remplacer, sélectionner au moins deux fournisseurs situés dans des zones géographiques différentes lorsque c’est possible. Tester les références alternatives avant une crise pour vérifier qu’elles fonctionnent réellement avec les serveurs et équipements déjà installés.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,3,2,Moyen terme,5,Non,Non
Préqualifier fournisseurs de secours et itinéraires logistiques alternatifs,"Pour chaque pièce indispensable, préparer un fournisseur de secours, un autre entrepôt et une autre solution de transport. Ainsi, si une route est inondée ou qu’un fournisseur est à l’arrêt, l’entreprise peut commander et acheminer la pièce sans devoir improviser toute la procédure au dernier moment.",Fortes pluies/ Inondation pluie/ Inondation fluviale/ Tempêtes,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,3,2,Moyen terme,5,Oui,Non
Dimensionner des stocks stratégiques selon criticité et délai de réapprovisionnement,"Définir un stock minimum pour les pièces qui peuvent arrêter un data center ou un réseau si elles manquent : batteries, pompes, filtres, alimentations, modules fibre ou cartes réseau. Le niveau de stock dépend du temps nécessaire pour être réapprovisionné et du nombre de sites qui utilisent la même pièce.",Tous aléas climatiques,Organisationnelles,CAPEX majoritaire > court terme,80 000 €,5,2,Moyen terme,0,Non,Oui
Cartographier les sous-tiers des composants critiques,"Pour les composants les plus importants, ne pas s’arrêter au nom du fournisseur direct. Chercher aussi à savoir où sont fabriquées les puces, batteries, cartes réseau ou pièces de refroidissement afin d’identifier si plusieurs fournisseurs dépendent en réalité de la même usine ou de la même région exposée.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,2,1,Court terme,5,Non,Non
"Élaborer des schémas locaux de résilience avec opérateurs, ville et énergéticiens","Dans les villes où l’entreprise exploite des fibres, des équipements réseau ou des data centers, travailler avec la mairie, les opérateurs télécoms et les fournisseurs d’électricité. Identifier ensemble les sites prioritaires, les accès indispensables et la manière de partager rapidement les informations pendant une crise.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,3,2,Long terme,3,Oui,Non
Organiser un exercice annuel de crise multi-défaillances,"Organiser chaque année un exercice combinant plusieurs problèmes, par exemple une canicule, la panne d’un data center, une fibre coupée et une pièce de rechange indisponible. Vérifier qui décide, comment les clients sont informés, comment le matériel de secours arrive sur place et dans quel ordre les services sont rétablis.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,2,1,Long terme,0,Oui,Oui
Inscrire des engagements de résilience climatique dans les contrats de niveau de service des fournisseurs critiques,"Ajouter dans les contrats des fournisseurs essentiels des engagements précis en cas de crise : délai de remise en service, solution de secours, niveau minimum d’autonomie, information rapide en cas d’incident et participation aux exercices. Ces engagements sont vérifiés régulièrement et pas seulement au moment de signer le contrat.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,2,1,Long terme,0,Non,Non
Piloter une trajectoire d’adaptation avec seuils de déclenchement,"Définir des seuils simples qui indiquent quand il faut renforcer l’adaptation : par exemple davantage de journées très chaudes, des coupures électriques plus fréquentes, une consommation d’eau trop élevée ou des délais fournisseurs qui s’allongent. Revoir régulièrement ces seuils et le plan d’investissement pour l’adapter à l’évolution réelle du climat.",Tous aléas climatiques,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,2,1,Long terme,2,Non,Non
Créer une enveloppe annuelle dédiée aux petites mesures de résilience immédiate,"Réserver chaque année une petite enveloppe facile à utiliser pour corriger rapidement des vulnérabilités simples : ajouter des capteurs, remplacer des joints, acheter des protections contre l’eau, compléter un stock de pièces ou tester un groupe électrogène. L’objectif est d’éviter que de petites améliorations attendent plusieurs années faute de budget.",Tous aléas climatiques,Financières,CAPEX majoritaire > court terme,50 000 €,3,2,Court terme,1,Non,Non
Financer un stock tampon de composants à délai long,"Prévoir un budget pour conserver en stock certains composants rares ou longs à obtenir, par exemple des processeurs, batteries, modules fibre ou pièces de refroidissement. Le stock peut être partagé entre plusieurs sites afin de réduire son coût et doit être limité aux pièces pour lesquelles une rupture serait réellement critique.",Tous aléas climatiques,Financières,CAPEX majoritaire > court terme,80 000 €,5,2,Court terme,2,Non,Oui
"Pré-négocier une ligne budgétaire d’urgence pour groupes, chillers et connectivité mobiles","Signer à l’avance des accords permettant de louer rapidement du matériel temporaire : groupe électrogène, système de refroidissement mobile, pompe, connexion satellite ou équipement réseau. Le coût du transport et de l’installation est prévu afin de ne pas perdre du temps à chercher un financement pendant la crise.",Tous aléas climatiques,Financières,CAPEX majoritaire > court terme,80 000 €,5,2,Court terme,0,Oui,Oui
Réviser les franchises et garanties d’assurance sur les actifs numériques physiques,"Vérifier que l’assurance couvre réellement les risques physiques auxquels l’entreprise est exposée : inondation d’un data center, dommages électriques, équipements réseau extérieurs et pertes liées à une interruption de service. Identifier aussi les exclusions et les montants qui resteraient à la charge de l’entreprise afin de décider quelles protections financer en priorité.",Tous aléas climatiques,Financières,OPEX majoritaire > main d’œuvre,25 000 €,2,1,Court terme,0,Non,Non
Prioriser les CAPEX avec une matrice criticité × exposition climatique,"Classer les data centers, fibres, équipements réseau et systèmes de refroidissement selon deux critères : leur importance pour l’activité et leur exposition future au climat. Les investissements sont ensuite orientés en priorité vers les équipements dont la panne aurait de fortes conséquences et qui sont très exposés.",Tous aléas climatiques,Financières,CAPEX majoritaire > long terme,30 000 €,2,1,Moyen terme,4,Non,Non
Intégrer le coût des interruptions climatiques dans les business cases data center,"Lorsqu’on compare deux solutions pour un data center, ne pas regarder uniquement le prix d’achat. Ajouter aussi le coût potentiel d’une panne : heures d’arrêt, pénalités versées aux clients, déplacement des données vers un autre site et interventions d’urgence ; une solution plus chère peut ainsi être plus rentable si elle évite de longues interruptions.",Tous aléas climatiques,Financières,OPEX majoritaire > main d’œuvre,25 000 €,2,1,Moyen terme,0,Non,Non
Financer les fournisseurs alternatifs avant la crise,"Passer régulièrement quelques commandes auprès du fournisseur de secours, même hors crise, pour vérifier qu’il reste opérationnel et connaît les besoins de l’entreprise. Cela évite de découvrir au moment d’une rupture que les références ne sont plus compatibles ou que le compte fournisseur n’est plus actif.",Tous aléas climatiques,Financières,OPEX majoritaire > main d’œuvre,50 000 €,3,2,Moyen terme,5,Non,Non
Tarifer les niveaux de résilience proposés aux clients,"Proposer plusieurs niveaux de résilience aux clients. Une offre standard peut fonctionner sur un seul site, tandis qu’une offre plus critique peut inclure deux sites, deux opérateurs réseau et des tests réguliers de reprise ; le prix reflète alors clairement le niveau de protection choisi.",Tous aléas climatiques,Financières,OPEX majoritaire > énergie,30 000 €,2,1,Moyen terme,0,Non,Non
Programmer un plan pluriannuel de renouvellement climatique des actifs,"Prévoir sur plusieurs années le remplacement des équipements qui risquent de devenir insuffisants face au climat futur : systèmes de refroidissement, batteries, armoires réseau, câbles ou antennes. Profiter autant que possible des opérations de maintenance prévues pour réaliser ces changements sans attendre une panne.",Tous aléas climatiques,Financières,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,2,Non,Oui
Créer un fonds de capacité additionnelle déclenché par des indicateurs climatiques,"Mettre de côté un budget qui sera débloqué lorsque certains indicateurs montrent que l’infrastructure devient trop juste : davantage de journées très chaudes, coupures plus fréquentes ou site de secours proche de la saturation. Ce budget permet d’ajouter du refroidissement, une seconde alimentation ou de la capacité informatique avant la panne majeure.",Vague de chaleur/ Chaleur extrême/ Stress Hydrique/ Tempêtes,Financières,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,7,Non,Oui
Co-investir avec opérateurs et territoires sur les dépendances partagées,"Lorsqu’un data center ou un réseau dépend d’une infrastructure partagée avec d’autres acteurs, comme un poste électrique, une route ou un passage fibre unique, étudier un financement commun de sa sécurisation. Plusieurs entreprises ou la collectivité peuvent ainsi partager le coût d’une seconde route fibre, d’une protection contre l’eau ou d’un accès de secours.",Tous aléas climatiques,Financières,CAPEX majoritaire > long terme,250 000 €,10,3,Long terme,3,Non,Non
Lier une part des contrats fournisseurs à des objectifs de résilience mesurables,"Dans les contrats avec les fournisseurs importants, fixer quelques objectifs concrets de résilience : délai maximal de rétablissement, stock minimum de pièces, solution de secours ou réussite d’un exercice. Une partie de la rémunération ou du renouvellement du contrat peut dépendre du respect réel de ces engagements.",Tous aléas climatiques,Financières,OPEX majoritaire > main d’œuvre,30 000 €,2,1,Long terme,7,Non,Non
Former les équipes de supervision des réseaux et data centers aux modes de panne liés au climat,"Former les équipes qui surveillent les data centers et les réseaux à reconnaître les premiers signes d’un problème lié au climat : hausse anormale de température, entrée d’eau, batteries en difficulté ou dégradation du réseau. Les exercices leur apprennent à choisir rapidement entre réduire l’activité, transférer les services ou arrêter proprement certains équipements.",Tous aléas climatiques,Humaines,Capital humain,15 000 €,1,"0,5",Court terme,10,Non,Oui
Appliquer un protocole chaleur aux techniciens réseau et data center,"Pendant les épisodes de forte chaleur, organiser les interventions extérieures tôt le matin ou aux heures les moins chaudes, prévoir davantage de pauses et garantir de l’eau fraîche. Reporter les travaux lourds sur les toits ou dans la rue lorsqu’ils peuvent attendre, et privilégier le travail à distance pour les tâches qui le permettent.",Vague de chaleur/ Chaleur extrême,Humaines,Capital humain,15 000 €,1,"0,5",Court terme,0,Oui,Non
Définir une règle de déplacement client selon les alertes météo,"Avant d’envoyer un consultant ou un technicien chez un client, vérifier les alertes météo et l’état des routes. Si le risque devient trop élevé, le rendez-vous peut passer en visioconférence ou être reporté ; une intervention indispensable utilise un trajet sûr et une procédure permettant de vérifier que la personne est bien arrivée.",Tempêtes/ Fortes pluies/ Inondation pluie/ Vague de chaleur/ Chaleur extrême,Humaines,Capital humain,15 000 €,1,"0,5",Court terme,0,Oui,Non
Former les équipes support à communiquer pendant une dégradation climatique,"Préparer les équipes qui répondent aux clients à expliquer simplement ce qui se passe pendant une crise : service concerné, solution de secours activée et délai estimé. Prévoir des messages différents selon qu’il s’agit d’un data center indisponible, d’une coupure de réseau ou d’une intervention terrain impossible.",Tous aléas climatiques,Humaines,Capital humain,15 000 €,1,"0,5",Court terme,10,Non,Non
Former les acheteurs data à l’analyse de résilience des fournisseurs,"Former les acheteurs à vérifier la solidité des fournisseurs, pas seulement leur prix : lieu de fabrication, dépendance à une seule usine, fournisseurs de rang inférieur, délai de reprise après une crise et existence de solutions de remplacement. Utiliser la même grille de questions pour comparer les fournisseurs importants.",Tous aléas climatiques,Humaines,Capital humain,25 000 €,2,1,Moyen terme,10,Non,Non
Former les équipes chargées de la fiabilité des services informatiques à la dégradation contrôlée et au basculement vers un autre site,"Former les équipes informatiques à maintenir un service essentiel même avec moins de capacité. Par exemple, elles peuvent arrêter temporairement certaines fonctions secondaires ou déplacer une application vers un autre site lorsque la chaleur ou une coupure électrique limite les ressources disponibles.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,2,1,Moyen terme,10,Non,Oui
Entraîner les équipes à poser les protections anti-crue en temps limité,"Faire régulièrement un exercice où les équipes doivent installer les protections contre l’inondation dans un temps limité. Elles posent les barrières, protègent les passages de câbles, déplacent les pièces sensibles et vérifient les pompes afin de savoir si tout peut être fait avant l’arrivée de l’eau.",Fortes pluies/ Inondation pluie/ Inondation fluviale/ Inondation nappe,Humaines,Capital humain,15 000 €,1,"0,5",Moyen terme,10,Non,Oui
Mettre en place le travail en binôme pour les interventions météo à risque,"Pour les interventions dangereuses pendant une canicule, une tempête ou une inondation, éviter qu’un salarié travaille seul. Prévoir deux personnes, un moyen de communication qui ne dépend pas uniquement du réseau local et une règle claire permettant d’arrêter l’intervention si les conditions deviennent trop dangereuses.",Tempêtes/ Vague de chaleur/ Chaleur extrême/ Fortes pluies/ Inondation pluie,Humaines,Capital humain,15 000 €,1,"0,5",Moyen terme,0,Oui,Non
Développer la polyvalence entre sites pour exploiter un data center de secours,"Former des opérateurs d’un data center à prendre temporairement en charge un autre site. Ils doivent connaître ses accès, ses principaux équipements, son réseau et les personnes à contacter, afin qu’un site de secours reste exploitable même si l’équipe locale n’est pas disponible.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,2,1,Long terme,0,Oui,Oui
Créer une filière interne de compétences réseau-climat,"Former quelques ingénieurs réseau à croiser les cartes de risques climatiques avec l’emplacement des fibres, antennes et équipements de rue. Ils peuvent ainsi repérer les zones à renforcer et intégrer le climat futur lorsqu’une nouvelle liaison est créée ou qu’un équipement doit être remplacé.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,2,1,Long terme,10,Oui,Non
"Professionnaliser une équipe de crise commune data, réseau, achats et relation client","Créer une équipe de crise réunissant les responsables data center, réseau, achats, sécurité et relation client. Chacun connaît son rôle, dispose d’un remplaçant et peut être contacté même si les outils habituels de l’entreprise ne fonctionnent plus.",Tous aléas climatiques,Humaines,Capital humain,25 000 €,2,1,Long terme,0,Non,Non
Former les équipes commerciales à vendre des architectures réellement résilientes,"Former les équipes commerciales et les architectes de solutions à expliquer la différence entre une simple sauvegarde et un service réellement résilient. Une offre critique doit par exemple prévoir plusieurs sites, des connexions réseau indépendantes et une capacité suffisante pour continuer à fonctionner même si une partie de l’infrastructure est indisponible.",Tous aléas climatiques,Humaines,Capital humain,25 000 €,2,1,Long terme,0,Non,Non
