Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Crédit normalisé,Temps,Score,Véhicules,Machines
Élaborer un cahier des charges de construction résilient,"Ajout d’exigences de surélévation des équipements, de protections solaires et de gestion des eaux pluviales dans le cahier des charges travaux. Les nouvelle infrastructures intègrent la résilience climatique dès la conception.",Tous aléas climatiques,Technique,CAPEX majoritaire > long terme,250 000 €,0,3,Long terme,0,Non,Non
Développer des galeries piétonnes souterraines climatisées comme réponse principale à la chaleur,"Créer un réseau de galeries piétonnes souterraines reliant stations, commerces et équipements, puis généraliser leur climatisation pour répondre aux fortes chaleurs. La solution protège ponctuellement les usagers mais nécessite des infrastructures lourdes et une consommation d’énergie durable : utilisée comme réponse principale à la chaleur, elle peut devenir une maladaptation.",Pic et vague de chaleur,Technique,CAPEX majoritaire > long terme,250 000 €,0,3,Long terme,9,Non,Non
Végétaliser les arrêts de bus exposés au soleil,"Installer sur les arrêts de bus très exposés des dispositifs végétalisés à faible maintenance, par exemple des tapis de végétation sur toiture associés lorsque possible à des plantes grimpantes ou à de l’ombrage végétal. Le confort d’attente est amélioré pendant les pics de chaleur.",Pic et vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,30 000 €,0,1,Moyen terme,6,Non,Non
Concevoir des pôles d’échanges bioclimatiques sans dépendance à la climatisation,"Lors de la création ou de la rénovation d’une gare ou d’un pôle d’échanges, privilégier une conception bioclimatique : protections solaires, ventilation naturelle, végétation et espaces traversants, sans dépendance systématique à la climatisation. Le projet améliore aussi l’accessibilité, la convivialité et l’intermodalité.",Pic et vague de chaleur / Inondation,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,0,3,Long terme,8,Non,Non
Revégétaliser les talus et ouvrages en terre par génie végétal,"Revégétaliser un talus ferroviaire ou routier érodé par génie végétal : caissons en bois, ensemencement et plantations dont les racines stabilisent progressivement le sol. La technique limite l’érosion et les désordres sur les ouvrages en terre.",Inondation,Solutions fondées sur la nature,CAPEX majoritaire > court terme,50 000 €,0,2,Moyen terme,6,Non,Non
Transformer une emprise ferroviaire inutilisée en voie verte arborée,"Transformer une emprise ferroviaire devenue inutilisée en voie verte piétonne et cyclable largement végétalisée. Les arbres et sols perméables créent un corridor plus frais, améliorent le cadre de vie et peuvent contribuer à la gestion des eaux pluviales.",Pic et vague de chaleur / Inondation,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,0,3,Long terme,6,Non,Non
Végétaliser les rues et abords des stations de transport,"Végétaliser durablement les rues, parvis et abords des stations avec des arbres et strates végétales adaptées au climat futur. Les îlots de fraîcheur ainsi créés réduisent l’exposition des voyageurs et améliorent aussi la qualité du cadre urbain.",Pic et vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,0,2,Long terme,6,Non,Non
Ombrager les pistes cyclables avec des arbres adaptés au climat futur,"Planter des alignements d’arbres le long des tronçons de pistes cyclables les plus exposés au soleil, en choisissant des essences adaptées au climat futur et à l’espace racinaire disponible. L’ombre augmente progressivement à mesure que les arbres se développent.",Pic et vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,0,2,Long terme,6,Non,Non
Créer des noues végétalisées le long des infrastructures,"Aménager des noues plantées en bordure d’un dépôt, d’une voirie de bus ou d’un parking pour capter et ralentir l’eau de pluie. Elles stockent temporairement les eaux, favorisent l’infiltration et apportent un rafraîchissement local.",Inondation / Pic et vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,0,3,Moyen terme,6,Non,Non
Créer des jardins de pluie et bassins végétalisés de rétention,Transformer une zone basse d’un site de transport en bassin paysager capable d’accueillir temporairement l’eau lors des pluies intenses. Le volume envoyé immédiatement au réseau diminue et la végétation apporte des co-bénéfices de biodiversité.,Inondation,Solutions fondées sur la nature,CAPEX majoritaire > court terme,250 000 €,0,3,Moyen terme,6,Non,Non
Désimperméabiliser les parkings et zones d’attente très minérales,Retirer une partie des surfaces bitumées d’un parking-relais ou d’un terminus et les remplacer par des sols infiltrants et des bandes plantées. L’eau pénètre davantage dans le sol et la surface chauffe moins en été.,Inondation / Pic et vague de chaleur,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,0,2,Moyen terme,6,Non,Non
Végétaliser les toitures des bâtiments de transport adaptés à cette charge,"Installer une toiture végétalisée sur un local voyageurs ou un bâtiment de dépôt dont la structure le permet. La toiture retient une partie des pluies, protège l’étanchéité et limite l’échauffement du bâtiment.",Pic et vague de chaleur / Inondation,Solutions fondées sur la nature,CAPEX majoritaire > court terme,50 000 €,0,2,Moyen terme,6,Non,Non
Créer des bandes de pleine terre ombragées dans les pôles d’échanges,"Remplacer des zones minérales peu utilisées par des fosses continues plantées d’arbres et de végétation basse, avec cheminement accessible entre les quais. L’aménagement offre de l’ombre et augmente la capacité d’infiltration du site.",Pic et vague de chaleur / Inondation,Solutions fondées sur la nature,CAPEX majoritaire > court terme,50 000 €,0,2,Moyen terme,6,Non,Non
Renaturer les berges et espaces d’expansion des crues proches des réseaux,"Lorsque le foncier le permet, restaurer une berge ou une zone naturelle capable de recevoir temporairement une crue à proximité d’une infrastructure, tout en maintenant une distance de sécurité avec les équipements. L’eau est ralentie en amont des zones sensibles.",Inondation,Solutions fondées sur la nature,CAPEX majoritaire > court terme,80 000 €,0,2,Long terme,6,Non,Non
Mettre en place une cartographie permanente des risques climatiques,"Cartographier l’exposition et la vulnérabilité des voies ferrées, dépôts, arrêts, pôles d’échanges, routes et pistes cyclables aux pics de chaleur, au RGA et aux inondations. Prioriser les actifs critiques et mettre à jour régulièrement la carte avec les nouvelles données climatiques et les retours d’incidents.",Pic et vague de chaleur / RGA / Inondation,Organisationnelles,CAPEX majoritaire > long terme,50 000 €,0,2,Court terme,4,Non,Non
Évaluation initiale des écosystèmes,"Inventaire initial des habitats, espèces, sols, zones humides et arbres structurants avant tout choix d’aménagement. L’état de référence permet de mesurer ensuite les gains ou pertes écologiques.",Fortes pluies/ Inondation pluie/ Modif T° air/ Stress Hydrique/ Vague de chaleur/ Tempêtes/ Chaleur extrême/ RGA/ Inondation fluviale/ Inondation nappe,Organisationnelles,CAPEX majoritaire > long terme,50 000 €,0,2,Moyen terme,4,Non,Non
Réviser régulièrement la stratégie d’adaptation,"Organiser une revue annuelle du plan d’adaptation et une révision supplémentaire après chaque événement majeur. Les seuils d’alerte, priorités d’investissement et procédures sont ajustés à partir des retours d’expérience et des nouvelles projections climatiques.",Pic et vague de chaleur / RGA / Inondation,Organisationnelles,CAPEX majoritaire > long terme,15 000 €,0,"0,5",Court terme,1,Non,Non
Mettre les ouvrages en terre sous surveillance lors des pluies intenses,"Coupler prévisions de fortes pluies, seuils pluviométriques et tournées ciblées des ouvrages en terre. Lorsqu’un seuil est dépassé, une alerte déclenche l’inspection et, si nécessaire, une opération de maintenance sur le talus ou l’ouvrage concerné.",Inondation,Organisationnelles,CAPEX majoritaire > long terme,30 000 €,0,1,Court terme,7,Non,Non
Analyser la vulnérabilité climatique de toute la chaîne de valeur,"Cartographier les fournisseurs de pièces, énergie, pneumatiques, sous-traitants de maintenance, systèmes numériques et prestataires de travaux, puis identifier les dépendances critiques et les alternatives. Les priorités de sécurisation couvrent l’amont, les opérations et les services aux voyageurs.",Pic et vague de chaleur / RGA / Inondation,Organisationnelles,CAPEX majoritaire > long terme,30 000 €,0,1,Moyen terme,5,Non,Non
Définir un plan d’exploitation spécifique aux vagues de chaleur,"Définir avant l’été les seuils de déclenchement, limitations de vitesse, renforts de surveillance, adaptations de fréquence et mesures de protection des voyageurs à appliquer pendant un pic ou une vague de chaleur. Le plan cherche à préserver la sécurité et la continuité du service sans réponse systématiquement énergivore.",Pic et vague de chaleur,Organisationnelles,CAPEX majoritaire > long terme,25 000 €,0,1,Court terme,0,Non,Non
Établir des règles de maintenance préventive des équipements critiques en tenant compte des aléas,"Avant chaque saison chaude, renforcer les opérations préventives sur les systèmes de ventilation et de refroidissement du matériel roulant : échange des filtres, contrôle du circuit de froid et nettoyage des évacuations d’eau. Les fréquences de maintenance sont révisées selon les incidents observés et l’évolution du climat.",Pic et vague de chaleur,Organisationnelles,CAPEX majoritaire > long terme,30 000 €,0,1,Moyen terme,1,Oui,Non
Proposer des itinéraires de mobilité active privilégiant les zones fraîches,"Mesurer ou modéliser la température ressentie sur les tronçons piétons et cyclables, identifier les secteurs les plus chauds puis intégrer cette information à un calculateur d’itinéraires. Les usagers peuvent choisir un trajet plus frais, quitte à être légèrement plus long.",Pic et vague de chaleur,Organisationnelles,CAPEX majoritaire > long terme,50 000 €,0,2,Court terme,0,Non,Non
Mettre en place un programme permanent d’inspection des infrastructures exposées au RGA,"Repérer les fissures longitudinales, affaissements et déformations sur les voiries, quais et plateformes exposés, conserver un historique géolocalisé et déclencher un diagnostic lorsque les désordres évoluent. Le programme se poursuit après chaque cycle sécheresse-réhumidification.",RGA,Organisationnelles,CAPEX majoritaire > long terme,30 000 €,0,1,Moyen terme,4,Non,Non
Renforcer la continuité d’activité en situation de crise,"Préparer des scénarios de continuité du service pour une inondation, un épisode de RGA affectant une infrastructure ou une vague de chaleur : lignes de substitution, priorisation des services essentiels, sites de repli, procédures de reprise et retour au niveau de service normal.",Pic et vague de chaleur / Inondation,Organisationnelles,CAPEX majoritaire > long terme,80 000 €,0,2,Moyen terme,2,Non,Non
Coordonner l’adaptation avec les acteurs du territoire et du secteur,"Créer un groupe de travail réunissant autorité organisatrice, collectivités, gestionnaires ferroviaires et routiers, services de secours et opérateurs voisins. Les données d’aléas, scénarios de crise, calendriers de travaux et retours d’expérience sont mutualisés.",Pic et vague de chaleur / RGA / Inondation,Organisationnelles,CAPEX majoritaire > long terme,25 000 €,0,1,Moyen terme,3,Non,Non
"Intégrer le climat futur dans les référentiels de conception, d’entretien et d’exploitation","Mettre à jour les référentiels de conception, de renouvellement, d’entretien et d’exploitation des infrastructures de transport pour intégrer les températures, pluies intenses, inondations et contraintes liées au RGA attendues dans le climat futur.",Pic et vague de chaleur / RGA / Inondation,Organisationnelles,CAPEX majoritaire > long terme,50 000 €,0,2,Long terme,2,Non,Non
Dimensionner les moyens humains et financiers de l’adaptation,"Évaluer les besoins en ingénierie, études, maintenance et travaux nécessaires à l’adaptation du réseau, puis réserver des moyens cohérents sur plusieurs exercices budgétaires. Les besoins sont révisés lorsque la cartographie des risques ou la programmation des travaux évolue.",Pic et vague de chaleur / RGA / Inondation,Financières,CAPEX majoritaire > long terme,50 000 €,0,2,Moyen terme,2,Non,Non
Programmer les investissements d’adaptation sur plusieurs horizons,"Construire un plan d’investissement distinguant les dépenses immédiates, les opérations à intégrer aux renouvellements des cinq prochaines années et les transformations de long terme. Les montants sont rattachés aux actifs concernés et aux fenêtres de travaux.",Pic et vague de chaleur / RGA / Inondation,Financières,CAPEX majoritaire > long terme,30 000 €,0,1,Moyen terme,2,Non,Non
Prioriser les investissements selon le risque et le coût de l’inaction,"Pour chaque tronçon ou équipement, estimer la probabilité d’exposition, les conséquences sur les voyageurs et le service, le coût d’un arrêt et le coût de réparation. Financer d’abord les actifs pour lesquels le risque cumulé est le plus élevé et réactualiser le classement.",Pic et vague de chaleur / RGA / Inondation,Financières,CAPEX majoritaire > long terme,30 000 €,0,1,Court terme,4,Non,Non
Mobiliser les aides et subventions pour financer l’adaptation,"Montage d’un dossier combinant aides de l’agence de l’eau, fonds vert et subvention régionale pour désimperméabiliser. Le reste à charge diminue et le projet peut être lancé plus vite.",Fortes pluies/ Inondation pluie/ Inondation fluviale/ Stress Hydrique/ Chaleur extrême/ Vague de chaleur/ RGA/ Tempêtes/ Modif T° air,Financières,CAPEX majoritaire > long terme,50 000 €,0,2,Court terme,0,Non,Non
Intégrer le risque climatique dans les achats et la sélection des fournisseurs,"Ajouter aux marchés de pièces, véhicules, travaux et maintenance des critères de continuité d’approvisionnement, de résistance à la chaleur et à l’eau et de capacité des fournisseurs à gérer leurs propres risques. Pour les composants critiques, prévoir une seconde source lorsque c’est pertinent.",Pic et vague de chaleur / RGA / Inondation,Financières,CAPEX majoritaire > long terme,25 000 €,0,1,Moyen terme,5,Non,Non
Constituer une réserve financière pour les interventions climatiques urgentes,"Prévoir un fonds rapidement mobilisable pour louer des pompes, sécuriser une voie, remplacer un équipement de ventilation ou mettre en place un transport de substitution après un événement. L’exploitation n’attend pas une procédure budgétaire exceptionnelle pour agir.",Pic et vague de chaleur / Inondation,Financières,CAPEX majoritaire > long terme,50 000 €,0,2,Court terme,0,Non,Non
Chiffrer les CAPEX et OPEX d’adaptation,"Pour chaque action envisagée — drainage, végétalisation, renouvellement de matériel roulant, traitement des chaussées ou surveillance — chiffrer séparément l’investissement initial, la maintenance, l’énergie et les moyens humains sur la durée de vie de la solution.",RGA,Financières,CAPEX majoritaire > long terme,30 000 €,0,1,Moyen terme,0,Non,Non
Comparer les solutions sur leur coût complet et leurs co-bénéfices,"Avant de financer une réponse à la chaleur ou aux pluies, comparer investissement, maintenance, énergie, durée de vie, émissions, confort des usagers et biodiversité. Une solution végétalisée ou passive est privilégiée lorsqu’elle apporte un niveau de service équivalent sans créer de nouvel impact important.",Pic et vague de chaleur / Inondation,Financières,CAPEX majoritaire > long terme,25 000 €,0,1,Moyen terme,8,Non,Non
Cofinancer les adaptations avec les acteurs du territoire,"Monter un financement commun avec la collectivité, l’autorité organisatrice ou un autre gestionnaire pour végétaliser un pôle d’échanges, adapter un ouvrage hydraulique ou sécuriser un itinéraire partagé. Les coûts et les bénéfices d’une infrastructure commune sont mutualisés.",Pic et vague de chaleur / RGA / Inondation,Financières,CAPEX majoritaire > long terme,80 000 €,0,2,Moyen terme,3,Non,Non
Financer des ombrières photovoltaïques sur les pistes cyclables exposées,"Installer des ombrières photovoltaïques sur des tronçons cyclables très exposés lorsque l’analyse locale montre leur pertinence. Elles apportent de l’ombre aux cyclistes tout en produisant de l’électricité, ce qui crée un co-bénéfice énergétique.",Pic et vague de chaleur,Financières,CAPEX majoritaire > long terme,250 000 €,0,3,Long terme,8,Non,Non
Programmer le renouvellement du matériel roulant et des engins selon le climat futur,"Intégrer les températures futures et les conditions d’exploitation estivales dans les cycles de renouvellement des trains, bus et engins. Lors du remplacement du parc, privilégier des matériels capables d’assurer le service et le confort dans le climat futur sans surdimensionner inutilement le refroidissement.",Pic et vague de chaleur,Financières,CAPEX majoritaire > long terme,250 000 €,0,3,Long terme,2,Oui,Oui
Outiller la prise de décision pour un plan d’investissement global,"Créer une grille d’aide à la décision comparant niveau de risque, criticité du service, coût, durée de vie, flexibilité, consommation de ressources et co-bénéfices. Les parties prenantes techniques, financières et opérationnelles l’utilisent pour arbitrer le programme d’investissement.",Pic et vague de chaleur / RGA / Inondation,Financières,CAPEX majoritaire > long terme,50 000 €,0,2,Court terme,7,Non,Non
Former les équipes aux scénarios d’inondation,"Former les agents aux différents scénarios d’inondation puis organiser des exercices : protection des accès, mise en sécurité des équipements, fermeture d’une voie ou d’un site, évacuation et communication avec le centre d’exploitation.",Inondation,Humaines,CAPEX majoritaire > long terme,15 000 €,0,"0,5",Court terme,10,Non,Non
Former toutes les strates de l’entreprise à l’adaptation climatique,"Mettre en place un parcours adapté aux métiers pour les conducteurs, agents de maintenance, concepteurs, acheteurs, managers et direction, avec actualisation régulière des contenus. Chacun connaît la stratégie interne, les aléas prioritaires et les compétences à maintenir dans son métier.",Pic et vague de chaleur / RGA / Inondation,Humaines,CAPEX majoritaire > long terme,25 000 €,0,1,Moyen terme,10,Non,Non
Adapter les modalités de travail pendant les vagues de chaleur,"Pendant les vagues de chaleur, assouplir les tenues lorsque les contraintes de sécurité le permettent, faciliter l’accès à l’eau, allonger ou déplacer les pauses et réorganiser les horaires. La mesure protège la santé des conducteurs et agents tout en soutenant la continuité de l’activité.",Pic et vague de chaleur,Humaines,CAPEX majoritaire > long terme,15 000 €,0,"0,5",Court terme,8,Non,Non
Former les équipes à reconnaître les premiers signes du RGA,"Apprendre aux équipes d’inspection à identifier fissures longitudinales, affaissements de rive, déformations et ruptures de réseaux pouvant indiquer un mouvement de sol argileux. Les anomalies sont photographiées, géolocalisées et transmises avant qu’elles ne compromettent la sécurité.",RGA,Humaines,CAPEX majoritaire > long terme,15 000 €,0,"0,5",Court terme,10,Non,Non
Former les conducteurs et exploitants aux incidents liés à la chaleur,"Former les équipes à repérer une surchauffe batterie, une panne de ventilation ou une température anormale dans une rame ou un bus et à appliquer les procédures de mise en sécurité et de transfert des voyageurs. Les incidents sont pris en charge plus rapidement.",Pic et vague de chaleur,Humaines,CAPEX majoritaire > long terme,15 000 €,0,"0,5",Court terme,10,Oui,Non
Former les équipes aux procédures de fermeture et de réouverture après inondation,"Former les responsables de ligne et agents de terrain aux critères de fermeture d’une voie, aux contrôles à réaliser après retrait de l’eau et aux conditions de reprise du service. Une check-list commune évite une remise en circulation prématurée.",Inondation,Humaines,CAPEX majoritaire > long terme,15 000 €,0,"0,5",Court terme,10,Non,Non
Former les équipes projet et achats à la conception adaptée au climat futur,"Former les chefs de projet, acheteurs et responsables de patrimoine à intégrer les hypothèses de climat futur dans les cahiers des charges, à questionner la durée de vie des équipements et à demander des variantes d’adaptation aux fournisseurs.",Pic et vague de chaleur / RGA / Inondation,Humaines,CAPEX majoritaire > long terme,25 000 €,0,1,Moyen terme,10,Non,Non
Sauvegarder l’expérience des agents opérationnels et organiser les retours d’expérience,"Après une canicule, une inondation ou un désordre lié au RGA, recueillir les observations des conducteurs, mainteneurs et exploitants, documenter ce qui a fonctionné ou non puis mettre à jour les procédures, seuils et formations. Les apprentissages restent disponibles malgré les changements d’équipe.",Pic et vague de chaleur / RGA / Inondation,Humaines,CAPEX majoritaire > long terme,15 000 €,0,"0,5",Court terme,1,Non,Non
Déployer une information voyageurs durable sur les fortes chaleurs,"Préparer des messages réutilisables dans l’application, aux arrêts et dans les gares pour signaler les points d’eau, zones d’ombre, changements de service et recommandations lors des vagues de chaleur. Les contenus sont actualisés avant chaque saison estivale.",Pic et vague de chaleur,Humaines,CAPEX majoritaire > long terme,25 000 €,0,1,Court terme,8,Non,Non
Mobiliser les arts et la culture pour sensibiliser,"Création d’une exposition, d’un spectacle ou d’un parcours sonore racontant les risques climatiques locaux et les solutions possibles. La sensibilisation touche des publics qui ne viennent pas aux réunions techniques.",Tous aléas climatiques,Humaines,Capital humain,30 000 €,0,1,Court terme,10,Non,Non
Nommer des référents adaptation dans les principales unités opérationnelles,"Désigner des personnes relais dans les équipes bus, ferroviaire, infrastructures, maintenance et fonctions support. Elles suivent les actions, remontent les vulnérabilités observées sur le terrain et facilitent la diffusion des nouvelles consignes.",Pic et vague de chaleur / RGA / Inondation,Humaines,CAPEX majoritaire > long terme,30 000 €,0,1,Moyen terme,0,Non,Non
Sensibiliser et former les collaborateurs en continu avec une mise à jour des informations,"Maintenir un programme interne de formation sur les pics de chaleur, le RGA et les inondations, avec des modules adaptés aux métiers, une mise à jour régulière des connaissances et un réseau de personnes ressources capables de relayer les évolutions de la stratégie.",Pic et vague de chaleur / RGA / Inondation,Humaines,CAPEX majoritaire > long terme,30 000 €,0,1,Long terme,10,Non,Non
